ComID,GeogName,DataGroup1,DataGroup1_Order,DataGroup2,1996 - .,1996 - %,2001 - .,2001 - %,2006 - .,2006 - %,Percent Change 1996 - 2006
COM1734,Northside East Bay-Islandview,"$10,000 - $19,999",3,Two or More Person Households,,,,,14,7.4,
COM1734,Northside East Bay-Islandview,"$10,000 - $19,999",3,All Households,,,,,34,13.7,
COM1735,Point Edward Peninsula,"$10,000 - $19,999",3,All Households,,,,,34,11.5,
COM1735,Point Edward Peninsula,"$10,000 - $19,999",3,One Person Households,,,,,15,19.5,
COM1735,Point Edward Peninsula,"$10,000 - $19,999",3,Two or More Person Households,,,,,19,8.7,
COM1736,Port Morien,"$10,000 - $19,999",3,Two or More Person Households,,,,,5,2.8,
COM1736,Port Morien,"$10,000 - $19,999",3,All Households,,,,,38,15.7,
COM1736,Port Morien,"$10,000 - $19,999",3,One Person Households,,,,,30,48.4,
COM1737,Prime Brook,"$10,000 - $19,999",3,Two or More Person Households,,,,,2,1.5,
COM1737,Prime Brook,"$10,000 - $19,999",3,All Households,,,,,7,4.4,
COM1737,Prime Brook,"$10,000 - $19,999",3,One Person Households,,,,,5,19.2,
COM1738,Reserve Mines,"$10,000 - $19,999",3,All Households,,,,,124,17.6,
COM1738,Reserve Mines,"$10,000 - $19,999",3,One Person Households,,,,,56,36.8,
COM1738,Reserve Mines,"$10,000 - $19,999",3,Two or More Person Households,,,,,68,12.4,
COM1739,Round Island-Black Brook and Area,"$10,000 - $19,999",3,One Person Households,,,,,12,52.2,
COM1739,Round Island-Black Brook and Area,"$10,000 - $19,999",3,All Households,,,,,15,18.5,
COM1739,Round Island-Black Brook and Area,"$10,000 - $19,999",3,Two or More Person Households,,,,,1,1.7,
COM1740,South Bar,"$10,000 - $19,999",3,One Person Households,,,,,23,40.4,
COM1740,South Bar,"$10,000 - $19,999",3,Two or More Person Households,,,,,40,19.5,
COM1740,South Bar,"$10,000 - $19,999",3,All Households,,,,,59,22.3,
COM1741,Sydney,"$10,000 - $19,999",3,All Households,,,,,1782,18.2,
COM1741,Sydney,"$10,000 - $19,999",3,One Person Households,,,,,1241,35.4,
COM1741,Sydney,"$10,000 - $19,999",3,Two or More Person Households,,,,,576,9.1,
COM1742,Sydney Forks-Portage,"$10,000 - $19,999",3,One Person Households,,,,,28,38.9,
COM1742,Sydney Forks-Portage,"$10,000 - $19,999",3,Two or More Person Households,,,,,6,2,
COM1742,Sydney Forks-Portage,"$10,000 - $19,999",3,All Households,,,,,33,8.8,
COM1743,Sydney Mines,"$10,000 - $19,999",3,One Person Households,,,,,246,36.6,
COM1743,Sydney Mines,"$10,000 - $19,999",3,Two or More Person Households,,,,,215,11.1,
COM1743,Sydney Mines,"$10,000 - $19,999",3,All Households,,,,,465,17.9,
DHZ3,District Health Zone 3,"$10,000 - $19,999",3,One Person Households,3962,46.8,4292,45.4,,,
COM1744,Sydney River,"$10,000 - $19,999",3,All Households,,,,,112,9.3,
COM1744,Sydney River,"$10,000 - $19,999",3,One Person Households,,,,,89,35.5,
COM1744,Sydney River,"$10,000 - $19,999",3,Two or More Person Households,,,,,21,2.2,
COM1745,Upper North Sydney-Leitches Creek and Area,"$10,000 - $19,999",3,All Households,,,,,22,9.2,
COM1745,Upper North Sydney-Leitches Creek and Area,"$10,000 - $19,999",3,Two or More Person Households,,,,,4,2.1,
COM1745,Upper North Sydney-Leitches Creek and Area,"$10,000 - $19,999",3,One Person Households,,,,,22,45.8,
COM1746,Westmount,"$10,000 - $19,999",3,Two or More Person Households,,,,,31,3.7,
COM1746,Westmount,"$10,000 - $19,999",3,One Person Households,,,,,89,35.3,
COM1746,Westmount,"$10,000 - $19,999",3,All Households,,,,,117,10.8,
COM1747,Fortress of Louisbourg,"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
COM1747,Fortress of Louisbourg,"$10,000 - $19,999",3,All Households,,,,,0,0,
COM1747,Fortress of Louisbourg,"$10,000 - $19,999",3,One Person Households,,,,,0,0,
com1748,Membertou First Nation (Sydney (28A)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
com1748,Membertou First Nation (Sydney (28A)),"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
com1748,Membertou First Nation (Sydney (28A)),"$10,000 - $19,999",3,All Households,,,,,0,0,
com1749,Membertou First Nation (Caribou Marsh (29)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
com1749,Membertou First Nation (Caribou Marsh (29)),"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
com1749,Membertou First Nation (Caribou Marsh (29)),"$10,000 - $19,999",3,All Households,,,,,0,0,
COM1801,Little Narrows,"$10,000 - $19,999",3,All Households,,,,,40,17,
COM1801,Little Narrows,"$10,000 - $19,999",3,One Person Households,,,,,25,38.5,
COM1801,Little Narrows,"$10,000 - $19,999",3,Two or More Person Households,,,,,20,11.8,
COM1802,Baddeck,"$10,000 - $19,999",3,Two or More Person Households,,,,,22,3.5,
COM1802,Baddeck,"$10,000 - $19,999",3,One Person Households,,,,,94,33.1,
COM1802,Baddeck,"$10,000 - $19,999",3,All Households,,,,,108,11.8,
COM1803,Wagmatcook First Nation (Wagmatcook (1)),"$10,000 - $19,999",3,Two or More Person Households,,,,,15,17.9,
COM1803,Wagmatcook First Nation (Wagmatcook (1)),"$10,000 - $19,999",3,All Households,,,,,20,16.8,
COM1803,Wagmatcook First Nation (Wagmatcook (1)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
COM1804,Englishtown,"$10,000 - $19,999",3,All Households,,,,,57,16.1,
COM1804,Englishtown,"$10,000 - $19,999",3,Two or More Person Households,,,,,20,7.7,
COM1804,Englishtown,"$10,000 - $19,999",3,One Person Households,,,,,40,43.5,
COM1805,Ingonish,"$10,000 - $19,999",3,All Households,,,,,70,13.2,
COM1805,Ingonish,"$10,000 - $19,999",3,Two or More Person Households,,,,,23,6,
COM1805,Ingonish,"$10,000 - $19,999",3,One Person Households,,,,,41,26.8,
COM1806,Cape Breton Highlands National Park,"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
COM1806,Cape Breton Highlands National Park,"$10,000 - $19,999",3,One Person Households,,,,,0,0,
COM1806,Cape Breton Highlands National Park,"$10,000 - $19,999",3,All Households,,,,,0,0,
COM1807,Dingwall,"$10,000 - $19,999",3,Two or More Person Households,,,,,15,2.8,
COM1807,Dingwall,"$10,000 - $19,999",3,One Person Households,,,,,54,38.6,
COM1807,Dingwall,"$10,000 - $19,999",3,All Households,,,,,69,10.2,
COM201,Pubnico,"$10,000 - $19,999",3,All Households,,,,,93,8.9,
COM201,Pubnico,"$10,000 - $19,999",3,Two or More Person Households,,,,,30,3.5,
COM201,Pubnico,"$10,000 - $19,999",3,One Person Households,,,,,61,35.9,
COM202,Tusket,"$10,000 - $19,999",3,Two or More Person Households,,,,,12,2.6,
COM202,Tusket,"$10,000 - $19,999",3,All Households,,,,,83,14.1,
COM202,Tusket,"$10,000 - $19,999",3,One Person Households,,,,,67,54,
COM203,Argyle,"$10,000 - $19,999",3,One Person Households,,,,,28,43.1,
COM203,Argyle,"$10,000 - $19,999",3,All Households,,,,,29,8.9,
COM203,Argyle,"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
COM204,Amiraults Hill,"$10,000 - $19,999",3,Two or More Person Households,,,,,8,2.7,
COM204,Amiraults Hill,"$10,000 - $19,999",3,One Person Households,,,,,37,52.9,
COM204,Amiraults Hill,"$10,000 - $19,999",3,All Households,,,,,42,11.5,
COM205,Wedgeport,"$10,000 - $19,999",3,Two or More Person Households,,,,,7,1.3,
COM205,Wedgeport,"$10,000 - $19,999",3,All Households,,,,,91,12.7,
COM205,Wedgeport,"$10,000 - $19,999",3,One Person Households,,,,,84,51.5,
COM206,Arcadia,"$10,000 - $19,999",3,One Person Households,,,,,55,34.6,
COM206,Arcadia,"$10,000 - $19,999",3,All Households,,,,,91,11.8,
COM206,Arcadia,"$10,000 - $19,999",3,Two or More Person Households,,,,,35,5.7,
COM207,Yarmouth,"$10,000 - $19,999",3,Two or More Person Households,,,,,273,11,
COM207,Yarmouth,"$10,000 - $19,999",3,One Person Households,,,,,467,39.4,
COM207,Yarmouth,"$10,000 - $19,999",3,All Households,,,,,744,20.3,
COM208,Acadia First Nation (Yarmouth (33)),"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
COM208,Acadia First Nation (Yarmouth (33)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
COM208,Acadia First Nation (Yarmouth (33)),"$10,000 - $19,999",3,All Households,,,,,0,0,
COM209,Hebron,"$10,000 - $19,999",3,Two or More Person Households,,,,,72,7.4,
COM209,Hebron,"$10,000 - $19,999",3,One Person Households,,,,,82,27.8,
COM209,Hebron,"$10,000 - $19,999",3,All Households,,,,,155,12.3,
COM210,Port Maitland,"$10,000 - $19,999",3,All Households,,,,,45,12.1,
COM210,Port Maitland,"$10,000 - $19,999",3,Two or More Person Households,,,,,20,6.6,
COM210,Port Maitland,"$10,000 - $19,999",3,One Person Households,,,,,31,41.3,
COM211,South Ohio,"$10,000 - $19,999",3,All Households,,,,,72,11.7,
COM211,South Ohio,"$10,000 - $19,999",3,One Person Households,,,,,33,30.8,
COM211,South Ohio,"$10,000 - $19,999",3,Two or More Person Households,,,,,39,7.6,
COM212,Carleton,"$10,000 - $19,999",3,All Households,,,,,37,7.1,
COM212,Carleton,"$10,000 - $19,999",3,One Person Households,,,,,19,20.7,
COM212,Carleton,"$10,000 - $19,999",3,Two or More Person Households,,,,,16,3.8,
COM213,Quinan,"$10,000 - $19,999",3,Two or More Person Households,,,,,7,3,
COM213,Quinan,"$10,000 - $19,999",3,All Households,,,,,27,9.4,
COM213,Quinan,"$10,000 - $19,999",3,One Person Households,,,,,19,34.5,
COM301,Salmon River,"$10,000 - $19,999",3,All Households,,,,,97,25.3,
COM301,Salmon River,"$10,000 - $19,999",3,Two or More Person Households,,,,,31,11.2,
COM301,Salmon River,"$10,000 - $19,999",3,One Person Households,,,,,72,65.5,
COM302,Meteghan,"$10,000 - $19,999",3,Two or More Person Households,,,,,46,4.6,
COM302,Meteghan,"$10,000 - $19,999",3,One Person Households,,,,,114,39.2,
COM302,Meteghan,"$10,000 - $19,999",3,All Households,,,,,151,11.6,
COM303,Saulnierville,"$10,000 - $19,999",3,Two or More Person Households,,,,,13,2.8,
COM303,Saulnierville,"$10,000 - $19,999",3,One Person Households,,,,,63,41.2,
COM303,Saulnierville,"$10,000 - $19,999",3,All Households,,,,,69,11,
COM304,Church Point,"$10,000 - $19,999",3,Two or More Person Households,,,,,31,5.3,
COM304,Church Point,"$10,000 - $19,999",3,One Person Households,,,,,134,62.3,
COM304,Church Point,"$10,000 - $19,999",3,All Households,,,,,164,20.5,
COM305,Weymouth,"$10,000 - $19,999",3,All Households,,,,,136,17.8,
COM305,Weymouth,"$10,000 - $19,999",3,One Person Households,,,,,97,45.8,
COM305,Weymouth,"$10,000 - $19,999",3,Two or More Person Households,,,,,49,8.8,
COM306,Barton,"$10,000 - $19,999",3,Two or More Person Households,,,,,43,8.5,
COM306,Barton,"$10,000 - $19,999",3,One Person Households,,,,,78,51.7,
COM306,Barton,"$10,000 - $19,999",3,All Households,,,,,115,17.7,
COM307,Digby Neck,"$10,000 - $19,999",3,All Households,,,,,96,14.5,
COM307,Digby Neck,"$10,000 - $19,999",3,One Person Households,,,,,54,35.1,
COM307,Digby Neck,"$10,000 - $19,999",3,Two or More Person Households,,,,,44,8.7,
COM308,Digby,"$10,000 - $19,999",3,All Households,,,,,330,18.8,
COM308,Digby,"$10,000 - $19,999",3,One Person Households,,,,,239,40.7,
COM308,Digby,"$10,000 - $19,999",3,Two or More Person Households,,,,,94,8.1,
COM309,Smiths Cove,"$10,000 - $19,999",3,All Households,,,,,21,10,
COM309,Smiths Cove,"$10,000 - $19,999",3,Two or More Person Households,,,,,4,2.4,
COM309,Smiths Cove,"$10,000 - $19,999",3,One Person Households,,,,,12,27.9,
COM310,Bear River,"$10,000 - $19,999",3,All Households,,,,,68,11.4,
COM310,Bear River,"$10,000 - $19,999",3,Two or More Person Households,,,,,18,4,
COM310,Bear River,"$10,000 - $19,999",3,One Person Households,,,,,42,27.8,
COM311,St. Joseph,"$10,000 - $19,999",3,Two or More Person Households,,,,,30,6.8,
COM311,St. Joseph,"$10,000 - $19,999",3,One Person Households,,,,,58,59.2,
COM311,St. Joseph,"$10,000 - $19,999",3,All Households,,,,,81,14.8,
COM312,Bear River First Nation (Bear River (6)),"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
COM312,Bear River First Nation (Bear River (6)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
COM312,Bear River First Nation (Bear River (6)),"$10,000 - $19,999",3,All Households,,,,,0,0,
COM401,North Queens,"$10,000 - $19,999",3,All Households,,,,,78,13,
COM401,North Queens,"$10,000 - $19,999",3,One Person Households,,,,,64,47.1,
COM401,North Queens,"$10,000 - $19,999",3,Two or More Person Households,,,,,19,4.1,
COM402,Port Mouton,"$10,000 - $19,999",3,All Households,,,,,79,15,
COM402,Port Mouton,"$10,000 - $19,999",3,Two or More Person Households,,,,,29,7.3,
COM402,Port Mouton,"$10,000 - $19,999",3,One Person Households,,,,,51,38.1,
COM403,Liverpool,"$10,000 - $19,999",3,Two or More Person Households,,,,,207,10,
COM403,Liverpool,"$10,000 - $19,999",3,All Households,,,,,404,14.9,
COM403,Liverpool,"$10,000 - $19,999",3,One Person Households,,,,,202,30.7,
COM404,Medway,"$10,000 - $19,999",3,All Households,,,,,54,12.9,
COM404,Medway,"$10,000 - $19,999",3,Two or More Person Households,,,,,26,8,
COM404,Medway,"$10,000 - $19,999",3,One Person Households,,,,,29,33,
COM405,Greenfield,"$10,000 - $19,999",3,Two or More Person Households,,,,,37,11.6,
COM405,Greenfield,"$10,000 - $19,999",3,One Person Households,,,,,33,36.7,
COM405,Greenfield,"$10,000 - $19,999",3,All Households,,,,,67,16.3,
com406,Acadia First Nation (Wildcat (12)),"$10,000 - $19,999",3,All Households,,,,,0,0,
com406,Acadia First Nation (Wildcat (12)),"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
com406,Acadia First Nation (Wildcat (12)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
com407,Acadia First Nation (Ponhook Lake (10)),"$10,000 - $19,999",3,All Households,,,,,0,0,
com407,Acadia First Nation (Ponhook Lake (10)),"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
com407,Acadia First Nation (Ponhook Lake (10)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
COM408,Acadia First Nation (Medway River (11)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
COM408,Acadia First Nation (Medway River (11)),"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
COM408,Acadia First Nation (Medway River (11)),"$10,000 - $19,999",3,All Households,,,,,0,0,
COM501,Kejimkujik National Park,"$10,000 - $19,999",3,One Person Households,,,,,0,0,
COM501,Kejimkujik National Park,"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
COM501,Kejimkujik National Park,"$10,000 - $19,999",3,All Households,,,,,0,0,
COM502,Milford,"$10,000 - $19,999",3,One Person Households,,,,,18,26.1,
DHZ3,District Health Zone 3,"$10,000 - $19,999",3,All Households,8146,21.3,7018,17.7,,,
COM502,Milford,"$10,000 - $19,999",3,All Households,,,,,64,19.3,
COM502,Milford,"$10,000 - $19,999",3,Two or More Person Households,,,,,50,18.9,
COM503,Cornwallis Park,"$10,000 - $19,999",3,All Households,,,,,141,16.2,
COM503,Cornwallis Park,"$10,000 - $19,999",3,One Person Households,,,,,61,27,
COM503,Cornwallis Park,"$10,000 - $19,999",3,Two or More Person Households,,,,,78,12.1,
COM504,Port Royal,"$10,000 - $19,999",3,All Households,,,,,68,17.4,
COM504,Port Royal,"$10,000 - $19,999",3,One Person Households,,,,,37,35.6,
COM504,Port Royal,"$10,000 - $19,999",3,Two or More Person Households,,,,,31,10.8,
COM505,Granville Ferry,"$10,000 - $19,999",3,All Households,,,,,57,11.7,
COM505,Granville Ferry,"$10,000 - $19,999",3,Two or More Person Households,,,,,8,2.2,
COM505,Granville Ferry,"$10,000 - $19,999",3,One Person Households,,,,,42,31.8,
COM506,Annapolis Royal,"$10,000 - $19,999",3,One Person Households,,,,,75,30.4,
COM506,Annapolis Royal,"$10,000 - $19,999",3,All Households,,,,,121,16,
COM506,Annapolis Royal,"$10,000 - $19,999",3,Two or More Person Households,,,,,39,7.7,
COM507,Bear River First Nation (Bear River (6B)),"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
COM507,Bear River First Nation (Bear River (6B)),"$10,000 - $19,999",3,All Households,,,,,0,0,
COM507,Bear River First Nation (Bear River (6B)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
COM508,Bridgetown,"$10,000 - $19,999",3,All Households,,,,,184,16.9,
COM508,Bridgetown,"$10,000 - $19,999",3,One Person Households,,,,,167,51.4,
COM508,Bridgetown,"$10,000 - $19,999",3,Two or More Person Households,,,,,11,1.5,
COM509,Port Lorne,"$10,000 - $19,999",3,All Households,,,,,45,12.7,
COM509,Port Lorne,"$10,000 - $19,999",3,One Person Households,,,,,34,34.7,
COM509,Port Lorne,"$10,000 - $19,999",3,Two or More Person Households,,,,,12,4.7,
COM706,Berwick,"$10,000 - $19,999",3,All Households,,,,,196,14.6,
COM510,Lawrencetown,"$10,000 - $19,999",3,Two or More Person Households,,,,,40,6.9,
COM510,Lawrencetown,"$10,000 - $19,999",3,One Person Households,,,,,76,42.2,
COM510,Lawrencetown,"$10,000 - $19,999",3,All Households,,,,,123,16.2,
COM511,Middleton,"$10,000 - $19,999",3,Two or More Person Households,,,,,81,6.1,
COM511,Middleton,"$10,000 - $19,999",3,One Person Households,,,,,221,38.7,
COM511,Middleton,"$10,000 - $19,999",3,All Households,,,,,314,16.4,
COM512,Margaretsville,"$10,000 - $19,999",3,Two or More Person Households,,,,,27,7.5,
COM512,Margaretsville,"$10,000 - $19,999",3,All Households,,,,,67,13.7,
COM512,Margaretsville,"$10,000 - $19,999",3,One Person Households,,,,,39,30.5,
COM601,Broad Cove,"$10,000 - $19,999",3,Two or More Person Households,,,,,21,12.3,
COM601,Broad Cove,"$10,000 - $19,999",3,One Person Households,,,,,23,41.8,
COM601,Broad Cove,"$10,000 - $19,999",3,All Households,,,,,40,17.7,
COM602,Petite Riviere,"$10,000 - $19,999",3,All Households,,,,,34,16.7,
COM602,Petite Riviere,"$10,000 - $19,999",3,One Person Households,,,,,22,40,
COM602,Petite Riviere,"$10,000 - $19,999",3,Two or More Person Households,,,,,14,9.3,
COM603,Italy Cross,"$10,000 - $19,999",3,All Households,,,,,111,13.8,
COM603,Italy Cross,"$10,000 - $19,999",3,One Person Households,,,,,62,40,
COM603,Italy Cross,"$10,000 - $19,999",3,Two or More Person Households,,,,,43,6.6,
COM604,Chelsea,"$10,000 - $19,999",3,All Households,,,,,64,18,
COM604,Chelsea,"$10,000 - $19,999",3,Two or More Person Households,,,,,9,3.2,
COM604,Chelsea,"$10,000 - $19,999",3,One Person Households,,,,,59,80.8,
COM605,Newcombville,"$10,000 - $19,999",3,All Households,,,,,75,12.6,
COM605,Newcombville,"$10,000 - $19,999",3,One Person Households,,,,,40,45.5,
COM605,Newcombville,"$10,000 - $19,999",3,Two or More Person Households,,,,,40,7.9,
COM606,Hemford,"$10,000 - $19,999",3,One Person Households,,,,,21,33.3,
COM606,Hemford,"$10,000 - $19,999",3,Two or More Person Households,,,,,23,11.2,
COM606,Hemford,"$10,000 - $19,999",3,All Households,,,,,45,16.8,
COM607,New Germany,"$10,000 - $19,999",3,One Person Households,,,,,80,43.2,
COM607,New Germany,"$10,000 - $19,999",3,Two or More Person Households,,,,,36,6.7,
COM607,New Germany,"$10,000 - $19,999",3,All Households,,,,,126,17.5,
COM608,Northfield,"$10,000 - $19,999",3,All Households,,,,,81,10.3,
COM608,Northfield,"$10,000 - $19,999",3,Two or More Person Households,,,,,47,6.9,
COM608,Northfield,"$10,000 - $19,999",3,One Person Households,,,,,38,34.2,
COM609,Bridgewater,"$10,000 - $19,999",3,All Households,,,,,623,14.6,
COM609,Bridgewater,"$10,000 - $19,999",3,One Person Households,,,,,467,36.8,
COM609,Bridgewater,"$10,000 - $19,999",3,Two or More Person Households,,,,,170,5.7,
COM610,LaHave,"$10,000 - $19,999",3,All Households,,,,,209,10.8,
COM610,LaHave,"$10,000 - $19,999",3,One Person Households,,,,,157,34.9,
COM610,LaHave,"$10,000 - $19,999",3,Two or More Person Households,,,,,76,5.1,
COM611,Lunenburg,"$10,000 - $19,999",3,Two or More Person Households,,,,,70,4.5,
COM611,Lunenburg,"$10,000 - $19,999",3,One Person Households,,,,,225,38.5,
COM611,Lunenburg,"$10,000 - $19,999",3,All Households,,,,,294,13.7,
COM612,Maitland,"$10,000 - $19,999",3,Two or More Person Households,,,,,18,3.2,
COM612,Maitland,"$10,000 - $19,999",3,One Person Households,,,,,39,39.8,
COM612,Maitland,"$10,000 - $19,999",3,All Households,,,,,60,9.2,
COM613,Mahone Bay,"$10,000 - $19,999",3,All Households,,,,,175,15,
COM613,Mahone Bay,"$10,000 - $19,999",3,One Person Households,,,,,123,36.7,
COM613,Mahone Bay,"$10,000 - $19,999",3,Two or More Person Households,,,,,45,5.4,
COM614,New Cornwall,"$10,000 - $19,999",3,Two or More Person Households,,,,,29,9.2,
COM614,New Cornwall,"$10,000 - $19,999",3,One Person Households,,,,,49,53.3,
COM614,New Cornwall,"$10,000 - $19,999",3,All Households,,,,,76,18.7,
COM615,Maplewood,"$10,000 - $19,999",3,One Person Households,,,,,49,37.4,
COM615,Maplewood,"$10,000 - $19,999",3,Two or More Person Households,,,,,26,5,
COM615,Maplewood,"$10,000 - $19,999",3,All Households,,,,,86,13.3,
COM616,New Ross,"$10,000 - $19,999",3,Two or More Person Households,,,,,57,11.6,
COM616,New Ross,"$10,000 - $19,999",3,All Households,,,,,96,15.1,
COM616,New Ross,"$10,000 - $19,999",3,One Person Households,,,,,36,24.7,
com617,Indian Brook First Nation (Pennal (19)),"$10,000 - $19,999",3,All Households,,,,,0,0,
com617,Indian Brook First Nation (Pennal (19)),"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
com617,Indian Brook First Nation (Pennal (19)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
COM618,Chester Basin,"$10,000 - $19,999",3,Two or More Person Households,,,,,68,10.8,
COM618,Chester Basin,"$10,000 - $19,999",3,All Households,,,,,113,13.3,
COM618,Chester Basin,"$10,000 - $19,999",3,One Person Households,,,,,51,23.5,
com619,Acadia First Nation (Gold River (21)),"$10,000 - $19,999",3,All Households,,,,,0,0,
com619,Acadia First Nation (Gold River (21)),"$10,000 - $19,999",3,One Person Households,,,,,0,0,
com619,Acadia First Nation (Gold River (21)),"$10,000 - $19,999",3,Two or More Person Households,,,,,0,0,
COM620,Western Shore,"$10,000 - $19,999",3,All Households,,,,,185,17.1,
COM620,Western Shore,"$10,000 - $19,999",3,One Person Households,,,,,131,45.6,
COM620,Western Shore,"$10,000 - $19,999",3,Two or More Person Households,,,,,55,6.9,
COM621,Chester,"$10,000 - $19,999",3,All Households,,,,,130,13.1,
COM621,Chester,"$10,000 - $19,999",3,One Person Households,,,,,90,33.3,
COM707,Waterville,"$10,000 - $19,999",3,All Households,,,,,83,14,
COM621,Chester,"$10,000 - $19,999",3,Two or More Person Households,,,,,50,6.9,
COM622,Windsor Road,"$10,000 - $19,999",3,One Person Households,,,,,14,26.9,
COM622,Windsor Road,"$10,000 - $19,999",3,All Households,,,,,23,10.3,
COM622,Windsor Road,"$10,000 - $19,999",3,Two or More Person Households,,,,,4,2.3,
COM623,Blandford,"$10,000 - $19,999",3,All Households,,,,,95,13.4,
COM623,Blandford,"$10,000 - $19,999",3,One Person Households,,,,,64,34.8,
COM623,Blandford,"$10,000 - $19,999",3,Two or More Person Households,,,,,31,6,
COM701,Lake George,"$10,000 - $19,999",3,All Households,,,,,65,13.1,
COM701,Lake George,"$10,000 - $19,999",3,One Person Households,,,,,47,37.9,
COM701,Lake George,"$10,000 - $19,999",3,Two or More Person Households,,,,,18,4.8,
COM702,Greenwood,"$10,000 - $19,999",3,One Person Households,,,,,111,28.5,
COM702,Greenwood,"$10,000 - $19,999",3,Two or More Person Households,,,,,77,4.7,
COM702,Greenwood,"$10,000 - $19,999",3,All Households,,,,,201,9.9,
COM703,Kingston,"$10,000 - $19,999",3,One Person Households,,,,,144,28.1,
COM703,Kingston,"$10,000 - $19,999",3,Two or More Person Households,,,,,85,5.4,
COM703,Kingston,"$10,000 - $19,999",3,All Households,,,,,235,11.3,
COM704,Aylesford,"$10,000 - $19,999",3,All Households,,,,,104,10.5,
COM704,Aylesford,"$10,000 - $19,999",3,One Person Households,,,,,77,33.3,
COM704,Aylesford,"$10,000 - $19,999",3,Two or More Person Households,,,,,31,4.1,
COM705,Millville,"$10,000 - $19,999",3,Two or More Person Households,,,,,39,6.9,
COM705,Millville,"$10,000 - $19,999",3,All Households,,,,,61,8.7,
COM705,Millville,"$10,000 - $19,999",3,One Person Households,,,,,27,21.4,
COM706,Berwick,"$10,000 - $19,999",3,Two or More Person Households,,,,,70,7.2,
COM706,Berwick,"$10,000 - $19,999",3,One Person Households,,,,,120,33.6,
COM707,Waterville,"$10,000 - $19,999",3,One Person Households,,,,,51,37.2,
COM707,Waterville,"$10,000 - $19,999",3,Two or More Person Households,,,,,26,5.7,
COM708,Somerset,"$10,000 - $19,999",3,All Households,,,,,33,7.6,
COM708,Somerset,"$10,000 - $19,999",3,One Person Households,,,,,20,27,
COM708,Somerset,"$10,000 - $19,999",3,Two or More Person Households,,,,,2,0.6,
COM709,Harbourville,"$10,000 - $19,999",3,All Households,,,,,100,15.5,
COM709,Harbourville,"$10,000 - $19,999",3,One Person Households,,,,,77,61.1,
COM709,Harbourville,"$10,000 - $19,999",3,Two or More Person Households,,,,,22,4.2,
COM710,Lakeville,"$10,000 - $19,999",3,Two or More Person Households,,,,,11,2.4,
COM710,Lakeville,"$10,000 - $19,999",3,One Person Households,,,,,21,23.3,
COM710,Lakeville,"$10,000 - $19,999",3,All Households,,,,,32,6,
COM711,Cambridge,"$10,000 - $19,999",3,Two or More Person Households,,,,,14,3.5,
COM711,Cambridge,"$10,000 - $19,999",3,One Person Households,,,,,28,27.7,
COM711,Cambridge,"$10,000 - $19,999",3,All Households,,,,,45,9.1,
COM712,Annapolis Valley First Nation (Cambridge (32)),"$10,000 - $19,999",3,One Person Households,,,,,1,20,
COM712,Annapolis Valley First Nation (Cambridge (32)),"$10,000 - $19,999",3,All Households,,,,,3,13.6,
COM712,Annapolis Valley First Nation (Cambridge (32)),"$10,000 - $19,999",3,Two or More Person Households,,,,,2,11.1,
COM713,Coldbrook,"$10,000 - $19,999",3,Two or More Person Households,,,,,34,3.8,
COM713,Coldbrook,"$10,000 - $19,999",3,One Person Households,,,,,59,41,
COM713,Coldbrook,"$10,000 - $19,999",3,All Households,,,,,91,8.9,
COM714,Alton,"$10,000 - $19,999",3,All Households,,,,,72,9.9,
COM714,Alton,"$10,000 - $19,999",3,One Person Households,,,,,35,28,
COM714,Alton,"$10,000 - $19,999",3,Two or More Person Households,,,,,28,4.7,
COM715,Kentville,"$10,000 - $19,999",3,All Households,,,,,534,13.6,
COM715,Kentville,"$10,000 - $19,999",3,One Person Households,,,,,366,31.6,
COM715,Kentville,"$10,000 - $19,999",3,Two or More Person Households,,,,,184,6.6,
COM716,Centreville,"$10,000 - $19,999",3,All Households,,,,,52,6.4,
COM716,Centreville,"$10,000 - $19,999",3,One Person Households,,,,,38,30.4,
COM716,Centreville,"$10,000 - $19,999",3,Two or More Person Households,,,,,19,2.7,
