BRDCODE,SEGID,the_geom,PNTID,BRDNAME,SCHLCODE,SCHLNAME,MAIL1,MAIL2,MPOSTCODE,CIVIC1,CIVIC2,CPOSTCODE,PHONE,FAX,EMAIL,SCHLYR
51,400044781,POINT (-60.09240092937219 46.23626735490165),66900080,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,963,GREENFIELD ELEMENTARY SCHOOL,25 JAMES ST,NEW WATERFORD NS,B1H 1B8,25 JAMES ST,RIVER RYAN NS,B1H 1B8,902 862 4000,902 862 4005,GREENFIELD@STAFF.EDNET.NS.CA,2015-2016
51,66100147,POINT (-60.22892353835913 46.24153089621372),66101374,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,960,JUBILEE ELEMENTARY SCHOOL,755 MAIN ST,SYDNEY MINES NS,B1V 2L4,755 MAIN ST,SYDNEY MINES NS,B1V 2L4,902 736 3310,902 736 7510,JUBILEE@STAFF.EDNET.NS.CA,2015-2016
51,66400400,POINT (-60.08976657178327 46.242603439175944),66402210,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,640,BRETON EDUCATION CENTRE,667 EIGHTH ST,NEW WATERFORD NS,B1H 3T4,667 EIGHTH ST,NEW WATERFORD NS,B1H 3T4,902 862 6432,902 862 7330,BEC@STAFF.EDNET.NS.CA,2015-2016
51,66400060,POINT (-60.0964702534381 46.25457855263744),66400314,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,644,ST. AGNES ELEMENTARY SCHOOL,319 JAMES ST,NEW WATERFORD NS,B1H 2X9,377 JAMES ST,NEW WATERFORD NS,B1H 2X9,902 862 7109,902 862 6074,SAINTAGNES@STAFF.EDNET.NS.CA,2015-2016
51,66700015,POINT (-60.01671181600713 46.21279130925066),66700324,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,545,MACDONALD ELEMENTARY SCHOOL,102 KINGS RD,DOMINION NS,B0A 1E0,102 KINGS RD,DOMINION NS,B0A 1E0,902 849 2046,902 849 0885,MACDONALD_EL@STAFF.EDNET.NS.CA,2015-2016
51,68200167,POINT (-60.1889621740735 46.16103016962587),68200929,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,964,HARBOURSIDE ELEMENTARY SCHOOL,15 CHURCH ST,SYDNEY NS,B1N 2R3,15 CHURCH ST,SYDNEY NS,B1N 2R3,902 563 4520,902 563 4523,HARBOURSIDE@STAFF.EDNET.NS.CA,2015-2016
51,68200698,POINT (-60.17757644706306 46.13733430591861),68204111,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,1169,CBVRSB ADULT HIGH SCHOOL,290 WHITNEY AVE,SYDNEY NS,B1P 5A6,290 WHITNEY AVE,SYDNEY NS,B1P 5A6,902 562 5178,902 562 1605,SYD_ADULT_HI@STAFF.EDNET.NS.CA,2015-2016
51,68200707,POINT (-60.16497096211202 46.13681909439078),68204197,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,1101,CUSACK SCHOOL,500 BIRCH HILL DR,SYDNEY NS,B1P 3V9,500 BIRCH HILL DR,SYDNEY NS,B1P 3V9,902 564 0431,902 562 6871,CUSACK@STAFF.EDNET.NS.CA,2015-2016
51,68200663,POINT (-60.180591464878084 46.138143258798266),68203931,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,688,SYDNEY ACADEMY,49 TERRACE ST,SYDNEY NS,B1P 2L4,49 TERRACE ST,SYDNEY NS,B1P 2L4,902 562 5464,902 564 4472,SYDACADEMY@STAFF.EDNET.NS.CA,2015-2016
51,67200364,POINT (-60.25852120983207 46.204221303908156),67202164,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,110,THOMPSON MIDDLE SCHOOL,30 REGENT ST,NORTH SYDNEY NS,B2A 2E6,30 REGENT ST,NORTH SYDNEY NS,B2A 2E6,902 794 2492,902 794 6236,THOMPSONJR@STAFF.EDNET.NS.CA,2015-2016
51,68200185,POINT (-60.1816723404883 46.1606588415771),68200945,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,667,WHITNEY PIER MEMORIAL MIDDLE SCHOOL,199 JAMIESON ST,WHITNEY PIER NS,B1N 2P7,199 JAMESON ST,SYDNEY NS,B1N 2P7,902 562 6130,902 562 6720,WPMJHS@STAFF.EDNET.NS.CA,2015-2016
51,400025438,POINT (-60.1661970010609 46.12884338687591),68206366,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,646,SHERWOOD PARK EDUCATION CENTRE,500 TERRACE ST,SYDNEY NS,B1P 6N1,500 TERRACE ST,SYDNEY NS,B1P 6N1,902 563 7732,902 562 6834,SPEC@STAFF.EDNET.NS.CA,2015-2016
51,68201001,POINT (-60.18172360815152 46.13016970741208),68206163,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,995,BROOKLAND ELEMENTARY SCHOOL,153 COTTAGE RD,SYDNEY NS,B1P 2E5,153 COTTAGE RD,SYDNEY NS,B1P 2E5,902 562 0768,902 563 4560,BROOKLAND@STAFF.EDNET.NS.CA,2015-2016
51,68201125,POINT (-60.191423459671945 46.12379643642542),68207647,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,972,SHIPYARD ELEMENTARY SCHOOL,30 MT KEMMEL ST,SYDNEY NS,B1S 3V6,30 MT KEMMEL ST,SYDNEY NS,B1S 3V6,902 562 8878,902 562 8674,SHIPYARD@STAFF.EDNET.NS.CA,2015-2016
51,68400054,POINT (-60.019196096990626 46.18197786623079),68400445,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,175,TOMPKINS MEMORIAL ELEMENTARY SCHOOL,60 MAIN ST,RESERVE MINES NS,B1E 1E5,60 MAIN ST,RESERVE MINES NS,B1E 1E5,902 849 3803,902 849 1586,TOMPKINS@STAFF.EDNET.NS.CA,2015-2016
51,68700022,POINT (-59.870385561644134 46.184345504256534),68700142,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,996,DONKIN-GOWRIE COMPLEX,81 CENTRE AVE,DONKIN NS,B0A 1G0,81 CENTRE AVE,DONKIN NS,B0A 1G0,902 737 2120,902 737 1018,DONKIN@STAFF.EDNET.NS.CA,2015-2016
57,400041131,POINT (-60.181874961658714 46.140887104317144),68203118,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,387,CENTRE SCOLAIRE ETOILE DE L'ACADIE,15 RUE INGLIS,SYDNEY N.-E.,B1P 7C6,15 INGLIS ST,SYDNEY NS,B1P 7C6,902 563 3900,902 563 3902,CSEA@CSAP.CA,2015-2016
51,68500117,POINT (-59.962762844225495 46.21076316890921),68500963,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,549,JOHN BERNARD CROAK V. C. MEMORIAL SCHOOL,10 SECOND ST,GLACE BAY NS,B1A 5Z4,10 SECOND ST,GLACE BAY NS,B1A 5Z4,902 849 2003,902 842 2212,JBC@STAFF.EDNET.NS.CA,2015-2016
54,319500293,POINT (-63.46212324403958 44.61348514481307),319503475,HALIFAX REGIONAL SCHOOL BOARD,351,EASTERN PASSAGE EDUCATION CENTRE,93 SAMUEL DANIAL DR,EASTERN PASSAGE NS,B3G 1P7,93 SAMUEL DANIAL DR,EASTERN PASSAGE NS,B3G 1P7,902 462 8401,902 462 8403,EPEC@HRSB.NS.CA,2015-2016
51,68500379,POINT (-59.962258086840194 46.195627148512),68502936,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,561,ST. ANNE'S ELEMENTARY SCHOOL,30 OFFICIAL ROW,GLACE BAY NS,B1A 2W9,30 OFFICIAL ROW,GLACE BAY NS,B1A 2W9,902 849 5661,902 849 1645,STANNE@STAFF.EDNET.NS.CA,2015-2016
51,69300089,POINT (-60.21955600043658 46.10311053299872),69300481,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,185,SYDNEY RIVER ELEMENTARY SCHOOL,35 PHILLIPS ST,SYDNEY RIVER NS,B1S 1M8,35 PHILLIP ST,SYDNEY RIVER NS,B1S 1M8,902 567 2144,902 567 0079,RIVERS@STAFF.EDNET.NS.CA,2015-2016
51,69300052,POINT (-60.20998316156695 46.108278952195164),69300342,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,202,MALCOLM MUNROE MEMORIAL MIDDLE SCHOOL,125 KENWOOD DR,SYDNEY NS,B1S 1T8,125 KENWOOD DR,SYDNEY RIVER NS,B1S 1T8,902 564 4587,902 564 1666,MMMJHS@STAFF.EDNET.NS.CA,2015-2016
51,69400068,POINT (-60.215093506577624 46.13887926454179),69400511,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,182,ROBIN FOOTE ELEMENTARY SCHOOL,125 SUNNYDALE DR,WESTMOUNT NS,B1R 1J4,125 SUNNYDALE DR,WESTMOUNT NS,B1R 1J4,902 539 3031,902 562 6816,ROBINFOOTE@STAFF.EDNET.NS.CA,2015-2016
51,69400068,POINT (-60.21597856234523 46.13858223013063),69400525,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,206,MACLENNAN MIDDLE HIGH SCHOOL,183 SUNNYDALE DR,WESTMOUNT NS,B1R 1J4,183 SUNNYDALE DR,WESTMOUNT NS,B1R 1J4,902 564 5621,902 562 0129,MACLENNAN_JR@STAFF.EDNET.NS.CA,2015-2016
51,70900131,POINT (-60.265987075273515 46.061536093093814),70900721,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,997,MOUNTAINVIEW-EAST BAY COMPLEX,PO BOX 6295,HOWIE CENTRE NS,B1L 1G9,21 DELTA DR,HOWIE CENTRE NS,B1L 1G9,902 562 8880,902 562 7271,MOUNTAINVIEW@STAFF.EDNET.NS.CA,2015-2016
51,400029710,POINT (-60.21139415342048 45.987813055535526),72700172,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,183,MARION BRIDGE SCHOOL,3845 GABARUS HWY,MARION BRIDGE NS,B1K 1A6,3845 GABARUS HWY,MARION BRIDGE NS,B1K 1A6,902 727 2980,902 727 2765,MARIONBRIDGE@STAFF.EDNET.NS.CA,2015-2016
51,54200020,POINT (-60.37770531719465 46.69334611495421),54200101,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,962,CAPE SMOKEY ELEMENTARY SCHOOL,PO BOX 269,INGONISH NS,B0C 1K0,39 BRANDON LANE,INGONISH NS,B0C 1K0,902 285 2638,902 285 2892,CAPESMOKEY@STAFF.EDNET.NS.CA,2015-2016
51,400012690,POINT (-60.35890595149724 46.82497824224012),54000001,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,107,CABOT SECONDARY SCHOOL,32039 CABOT TRAIL,NEIL'S HARBOUR NS,B0C 1N0,32039 CABOT TRAIL,NEILS HARBOUR NS,B0C 1N0,902 336 2266,902 336 2525,CABOT@STAFF.EDNET.NS.CA,2015-2016
52,41400040,POINT (-61.09599764276889 45.60546936519421),41400263,STRAIT REGIONAL SCHOOL BOARD,931,RICHMOND EDUCATION CENTRE/ACADEMY,PO BOX 599,LOUISDALE NS,B0E 1V0,3238 WHITESIDE RD,LOUISDALE NS,B0E 1V0,902 345 4949,902 345 4948,LOIS.LANDRY@SRSB.CA,2015-2016
51,68500568,POINT (-59.9562163255414 46.18746954297965),68504739,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,416,GLACE BAY ELEMENTARY SCHOOL,135 BROOKSIDE ST,GLACE BAY NS,B1A 1K8,135 BROOKSIDE ST,GLACE BAY NS,B1A 1K8,902 849 3256,902 849 3261,GBE@STAFF.EDNET.NS.CA,2015-2016
53,89100005,POINT (-62.71875886072085 45.56986726368317),89101289,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,3,WALTER DUGGAN CONSOLIDATED SCHOOL,RR 3,WESTVILLE NS,B0K 2A0,2370 SPRING GARDEN RD,WESTVILLE NS,B0K 2A0,902 396 2700,902 396 2707,SLATERA@CCRSB.CA,2015-2016
53,88200027,POINT (-62.89158251843348 45.53252932342394),88200072,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,441,SALT SPRINGS ELEMENTARY SCHOOL,2080 WEST RIVER STN RD,PICTOU NS,B0K 1P0,2080 WEST RIVER STATION RD,SALT SPRINGS NS,B0K 1P0,902 925 6000,902 925 6006,NELSONRD@CCRSB.CA,2015-2016
51,68500894,POINT (-59.99303967576552 46.20812372908813),68501304,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,551,BRIDGEPORT SCHOOL,1260 MAIN ST,GLACE BAY NS,B1A 5A5,1260 MAIN ST,GLACE BAY NS,B1A 5A5,902 842 2285,902 842 1939,BPORT@STAFF.EDNET.NS.CA,2015-2016
55,143500011,POINT (-64.16642144790502 45.09844072076708),143500067,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,366,DR. ARTHUR HINES ELEMENTARY SCHOOL,75 MUSGRAVE RD,SUMMERVILLE NS,B0N 2K0,75 MUSGRAVE RD,SUMMERVILLE NS,B0N 2K0,902 633 6300,902 633 6303,DAHES@AVRSB.CA,2015-2016
51,72300045,POINT (-59.972526082044354 45.92205354713717),72300254,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,626,GEORGE D. LEWIS SCHOOL,21 KENT ST,LOUISBOURG NS,B1C 1E9,21 KENT ST,LOUISBOURG NS,B1C 1E9,902 733 2515,902 733 2628,GDLEWIS@STAFF.EDNET.NS.CA,2015-2016
53,81900118,POINT (-62.711533672146366 45.68068834934779),81900603,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,650,PICTOU ACADEMY/DR. THOMAS MCCULLOCH SCHOOL,PO BOX 699,PICTOU NS,B0K 1H0,88 PATTERSON ST,PICTOU NS,B0K 1H0,902 485 7200,902 485 7210,MACDONALDB@CCRSB.CA,2015-2016
51,400021282,POINT (-60.48795706645118 46.22435346551918),60800058,CAPE BRETON-VICTORIA REGIONAL SCHOOL BOARD,93,BOULARDERIE ELEMENTARY SCHOOL,12065 KEMPT RD,BOULARDERIE NS,B1X 1J9,12065 KEMPT HEAD RD,BOULARDERIE EAST NS,B1X 1J9,902 674 2716,902 674 0117,BOULARDERIE@STAFF.EDNET.NS.CA,2015-2016
53,89200051,POINT (-62.66508504721999 45.56133571776166),89200761,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,665,G.R. SAUNDERS ELEMENTARY SCHOOL,PO BOX 1030,STELLARTON NS,B0K 1S0,71 BRIDGE AVE,STELLARTON NS,B0K 1S0,902 755 8230,902 755 8238,MACISAACB@CCRSB.CA,2015-2016
57,20500038,POINT (-61.01458016050694 46.62498050487389),20500300,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,378,ECOLE NDA,CP 100,CHETICAMP N.-E.,B0E 1H0,15118 CABOT TRAIL,CHÉTICAMP NS,B0E 1H0,902 224 5300,902 224 5305,ENDA@CSAP.CA,2015-2016
54,400004658,POINT (-63.77665188212943 44.52374926021927),322600113,HALIFAX REGIONAL SCHOOL BOARD,425,ATLANTIC MEMORIAL-TERENCE BAY SCHOOL,3591 PROSPECT RD,SHAD BAY NS,B3T 1Z3,3591 PROSPECT RD,SHAD BAY NS,B3T 1Z3,902 852 2166,902 852 5514,AMTB@HRSB.NS.CA,2015-2016
52,111200062,POINT (-61.390464102399 45.6037710706095),111200251,STRAIT REGIONAL SCHOOL BOARD,631,MULGRAVE MEMORIAL EDUCATION CENTRE,PO BOX 248,MULGRAVE NS,B0E 2G0,459 MURRAY ST,MULGRAVE NS,B0E 2G0,902 747 2710,902 747 3672,SONYA.SAUVE@SRSB.CA,2015-2016
53,83300008,POINT (-62.85706789679141 45.65348095454477),83300115,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,4,SCOTSBURN ELEMENTARY SCHOOL,4100 SCOTSBURN RD,SCOTSBURN NS,B0K 1R0,4100 SCOTSBURN RD,SCOTSBURN NS,B0K 1R0,902 485 7980,902 485 7981,FORTUNEM@CCRSB.CA,2015-2016
53,81900008,POINT (-62.708600668986314 45.68762146806156),81901272,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,971,PICTOU ELEMENTARY SCHOOL,350 WELLINGTON ST,PICTOU NS,B0K 1H0,350 WELLINGTON ST,PICTOU NS,B0K 1H0,902 485 7991,902 485 7992,MACNEILLFA@CCRSB.CA,2015-2016
53,400023901,POINT (-62.66753501416034 45.541983725855154),91500032,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,408,DR. W. A. MACLEOD CONSOLIDATED SCHOOL,RR 1,STELLARTON NS,B0K 1S0,6193 STELLARTON TRAFALGAR RD,RIVERTON NS,B0K 1S0,902 755 8450,902 755 8455,STACEYRL@CCRSB.CA,2015-2016
53,135400055,POINT (-63.413622784853004 45.08645361149784),135400261,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,34,SHUBENACADIE DISTRICT ELEMENTARY SCHOOL,54 MILL VILLAGE RD,SHUBENACADIE NS,B0N 2H0,54 MILL VILLAGE RD,SHUBENACADIE NS,B0N 2H0,902 758 4600,902 758 4608,WHELANSM@CCRSB.CA,2015-2016
52,123900236,POINT (-62.007553894529785 45.623358412551276),123901042,STRAIT REGIONAL SCHOOL BOARD,707,DR. JOHN HUGH GILLIS REGIONAL HIGH SCHOOL,105 BRAEMORE AVE,ANTIGONISH NS,B2G 1L3,105 BRAEMORE AVE,ANTIGONISH NS,B2G 1L3,902 863 1620,902 863 8284,WANDA.FOUGERE@SRSB.CA,2015-2016
53,87400101,POINT (-62.6327643989623 45.61670659701506),87400471,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,692,TRENTON ELEMENTARY SCHOOL,1 SIXTH ST,TRENTON NS,B0K 1X0,10 SIXTH ST,TRENTON NS,B0K 1X0,902 755 8460,902 755 8466,WASHBURNMD@CCRSB.CA,2015-2016
53,137600077,POINT (-63.52492333561539 44.9607341602738),137600010,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,31,ELMSDALE DISTRICT ELEMENTARY SCHOOL,75 MACMILLAN DR,ELMSDALE NS,B2S 1A5,75 MACMILLAN DR,ELMSDALE NS,B2S 1A5,902 883 5350,902 883 5353,ALLEYM@CCRSB.CA,2015-2016
52,101800003,POINT (-61.973885938449534 45.15061764785069),101800013,STRAIT REGIONAL SCHOOL BOARD,1160,ST. MARY'S EDUCATION CENTRE/ACADEMY,PO BOX 292,SHERBROOKE NS,B0J 3C0,121 OLD ROAD HILL,SHERBROOKE NS,B0J 3C0,902 522 2035,902 522 2336,JACK.MACDONALD@SRSB.CA,2015-2016
59,400005552,POINT (-66.10310441990313 43.85799657677849),218000253,TRI-COUNTY REGIONAL SCHOOL BOARD,928,MEADOWFIELDS COMMUNITY SCHOOL,106 PROSPECT ST,YARMOUTH NS,B5A 4J2,106 PROSPECT ST,BROOKLYN NS,B5A 4J2,902 749 2880,902 749 2888,MCS@TCRSB.CA,2015-2016
52,35300097,POINT (-61.35444844080711 45.61771927736758),35300467,STRAIT REGIONAL SCHOOL BOARD,655,STRAIT AREA EDUCATION/RECREATION CENTRE,304 PITT ST UNIT 1,PORT HAWKESBURY NS,B9A 2T9,304 PITT ST,PORT HAWKESBURY NS,B9A 2T9,902 625 1929,902 625 1868,SHAUN.MACDONALD@SRSB.CA,2015-2016
55,181500061,POINT (-64.42015351827797 45.0911977209926),181500468,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,72,PORT WILLIAMS ELEMENTARY SCHOOL,1261 BELCHER ST,PORT WILLIAMS NS,B0P 1T0,1261 BELCHER ST,PORT WILLIAMS NS,B0P 1T0,902 542 6074,902 542 6094,PWES@AVRSB.CA,2015-2016
53,87500106,POINT (-62.65789158109585 45.59491194114606),87501287,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,639,A.G. BAILLIE MEMORIAL SCHOOL,477 VICTORIA AVE EXT,NEW GLASGOW NS,B2H 1X1,477 VICTORIA AVE,NEW GLASGOW NS,B2H 1X1,902 755 8240,902 755 8255,BOUDREAUND@CCRSB.CA,2015-2016
53,87400163,POINT (-62.633724941529564 45.61361366653656),87400627,CHIGNECTO-CENTRAL REGIONAL SCHOOL BOARD,690,TRENTON MIDDLE SCHOOL,PO BOX 10,TRENTON NS,B0K 1X0,37 DICKIE ST,TRENTON NS,B0K 1X0,902 755 8440,902 755 8444,MACDONALDOS@CCRSB.CA,2015-2016
59,156000037,POINT (-65.11575485636398 43.69763175746954),156000099,TRI-COUNTY REGIONAL SCHOOL BOARD,624,LOCKEPORT ELEMENTARY SCHOOL,PO BOX 280,LOCKEPORT NS,B0T 1L0,73 BEECH ST,LOCKEPORT NS,B0T 1L0,902 656 7100,902 656 7101,LES@TCRSB.CA,2015-2016
52,28200040,POINT (-61.524087805737935 46.00935158622211),28200316,STRAIT REGIONAL SCHOOL BOARD,932,BAYVIEW EDUCATION CENTRE,PO BOX 148,PORT HOOD NS,B0E 2W0,133 COMPANY RD,PORT HOOD NS,B0E 2W0,902 787 5220,902 787 5224,MELANIE.MACDONALD@SRSB.CA,2015-2016
55,181800059,POINT (-64.50035919141548 45.09051366926108),181800450,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,63,ALDERSHOT ELEMENTARY SCHOOL,446 ALDERSHOT RD,KENTVILLE NS,B4N 3A1,446 ALDERSHOT RD,NORTH KENTVILLE NS,B4N 3A1,902 690 3820,902 690 3823,AES@AVRSB.CA,2015-2016
54,400019923,POINT (-63.86448313854982 44.69874874712896),400134727,HALIFAX REGIONAL SCHOOL BOARD,277,SIR JOHN A. MACDONALD HIGH SCHOOL,31 SCHOLARS RD,UPPER TANTALLON NS,B3Z 0C3,31 SCHOLARS RD,UPPER TANTALLON NS,B3Z 0C3,902 826 3222,902 826 3220,SJA@HRSB.NS.CA,2015-2016
52,400010225,POINT (-61.02906131988758 45.33239949220938),107800008,STRAIT REGIONAL SCHOOL BOARD,266,FANNING EDUCATION CENTRE/CANSO ACADEMY,129 TICKLE RD,GUYSBOROUGH NS,B0H 1H0,129 TICKLE RD,HAZEL HILL NS,B0H 1H0,902 366 2225,902 366 3502,JEFF.GEORGE@SRSB.CA,2015-2016
55,182900027,POINT (-64.83649671587192 45.02992917216347),182900063,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,54,ST. MARY'S ELEMENTARY SCHOOL,PO BOX 249,AYLESFORD NS,B0P 1C0,1276 VICTORIA RD,AYLESFORD NS,B0P 1C0,902 847 4400,902 847 4404,SMES@AVRSB.CA,2015-2016
52,109100029,POINT (-61.502995934589364 45.3870253381866),109100015,STRAIT REGIONAL SCHOOL BOARD,986,CHEDABUCTO EDUCATION CENTRE/GUYSBOROUGH ACADEMY,PO BOX 19,GUYSBOROUGH NS,B0H 1N0,27 GREEN ST,GUYSBOROUGH NS,B0H 1N0,902 533 4006,902 533 3554,BARBARA.AVERY@SRSB.CA,2015-2016
59,154200082,POINT (-65.30885890302534 43.765776680742256),154200924,TRI-COUNTY REGIONAL SCHOOL BOARD,79,HILLCREST ACADEMY,PO BOX 40,SHELBURNE NS,B0T 1W0,127 KING ST,SHELBURNE NS,B0T 1W0,902 875 5300,902 875 5301,HIA@TCRSB.CA,2015-2016
55,198500084,POINT (-65.28840199283228 44.838807116664356),198500449,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,507,BRIDGETOWN REGIONAL ELEMENTARY SCHOOL,PO BOX 308,BRIDGETOWN NS,B0S 1C0,7 PARK ST,BRIDGETOWN NS,B0S 1C0,902 665 5430,902 665 5433,BRES@AVRSB.CA,2015-2016
59,218100015,POINT (-66.08940443860351 43.892097417667365),218100128,TRI-COUNTY REGIONAL SCHOOL BOARD,410,MAPLE GROVE EDUCATION CENTRE,52 GROVE MEMORIAL DR,HEBRON NS,B0W 1X0,52 GROVE MEMORIAL DR,HEBRON NS,B0W 1X0,902 749 5160,902 749 5170,MGEC@TCRSB.CA,2015-2016
55,182600054,POINT (-64.74253587060294 45.04393777637254),182600521,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,75,BERWICK AND DISTRICT SCHOOL,PO BOX 40,BERWICK NS,B0P 1E0,220 VETERANS DR,BERWICK NS,B0P 1E0,902 538 4720,902 538 4727,BADS@AVRSB.CA,2015-2016
55,198500014,POINT (-65.27922049610092 44.841561323475226),198500434,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,708,BRIDGETOWN REGIONAL HIGH SCHOOL,PO BOX 40,BRIDGETOWN NS,B0S 1C0,456 GRANVILLE ST,BRIDGETOWN NS,B0S 1C0,902 665 5400,902 665 5404,BRHS@AVRSB.CA,2015-2016
55,145800168,POINT (-64.1179550878391 44.97996199312398),145801159,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,993,AVON VIEW HIGH SCHOOL,PO BOX 700,WINDSOR NS,B0N 2T0,225 PAYZANT DR,WINDSOR NS,B0N 2T0,902 792 6740,902 792 6762,AVHS@AVRSB.CA,2015-2016
55,400049242,POINT (-64.12577994267865 44.98966359203525),145800524,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,376,WINDSOR ADULT HIGH SCHOOL,PO BOX 369,WINDSOR NS,B0N 2T0,94 WENTWORTH RD,WINDSOR NS,B0N 2T0,902 792 6751,902 792 6775,WAHS@AVRSB.CA,2015-2016
59,218800196,POINT (-66.1136856600447 43.836692333720634),218801359,TRI-COUNTY REGIONAL SCHOOL BOARD,704,YARMOUTH CENTRAL SCHOOL,53 PARADE ST,YARMOUTH NS,B5A 3B1,53 PARADE ST,YARMOUTH NS,B5A 3B1,902 749 2860,902 749 2866,YCES@TCRSB.CA,2015-2016
59,218800322,POINT (-66.1017788082224 43.833480589947015),218802632,TRI-COUNTY REGIONAL SCHOOL BOARD,1178,YARMOUTH CONSOLIDATED MEMORIAL HIGH SCHOOL,146 FOREST ST,YARMOUTH NS,B5A 0B3,146 FOREST ST,YARMOUTH NS,B5A 0B3,902 749 2810,902 749 2811,YCMHS@TCRSB.CA,2015-2016
55,400034340,POINT (-64.94259209473981 44.9639664947987),183300001,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,65,DWIGHT ROSS SCHOOL,PO BOX 1420,GREENWOOD NS,B0P 1N0,949 TREMONT MOUNTAIN RD,GREENWOOD NS,B0P 1N0,902 765 7510,902 765 7520,DRES@AVRSB.CA,2015-2016
55,145800165,POINT (-64.12706107150838 44.984304880013305),145800852,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,699,WINDSOR ELEMENTARY SCHOOL,PO BOX 1057,WINDSOR NS,B0N 2T0,100 TREMAIN CRES,WINDSOR NS,B0N 2T0,902 792 6770,902 792 6777,WES@AVRSB.CA,2015-2016
57,350003214,POINT (-64.94446485970991 44.96063607350251),183300060,CONSEIL SCOLAIRE ACADIEN PROVINCIAL,57,ECOLE ROSE-DES-VENTS,CP 119,GREENWOOD N.-E.,B0P 1N0,6 BEDFORD RD,CLEMENTS PARK NS,B0P 1N0,902 765 7100,902 765 7107,ERDV@CSAP.CA,2015-2016
55,200000035,POINT (-65.06709371304632 44.94710670376421),200000342,ANNAPOLIS VALLEY REGIONAL SCHOOL BOARD,746,ANNAPOLIS EAST ELEMENTARY SCHOOL,PO BOX 640,MIDDLETON NS,B0S 1P0,325 MARSHALL ST,MIDDLETON NS,B0S 1P0,902 825 5330,902 825 5333,AEES@AVRSB.CA,2015-2016
58,239900538,POINT (-64.54472185381093 44.396869673541204),239901859,SOUTH SHORE REGIONAL SCHOOL BOARD,409,PARK VIEW EDUCATION CENTRE,1485 KING ST,BRIDGEWATER NS,B4V 1C4,1485 KING ST,BRIDGEWATER NS,B4V 1C4,902 541 8200,902 541 8210,PVEC@SSRSB.CA,2015-2016
