Year,Board Code,Board Name,School Code,School Name,School Total
2007-2008,059,TRI-COUNTY REGIONAL           ,0711,LOCKEPORT REGIONAL HIGH SCHOOL      ,163
2007-2008,059,TRI-COUNTY REGIONAL           ,0410,MAPLE GROVE EDUCATION CENTRE  ,441
2007-2008,059,TRI-COUNTY REGIONAL           ,0928,MEADOWFIELDS COMMUNITY SCHOOL ,483
2007-2008,059,TRI-COUNTY REGIONAL           ,0199,PLYMOUTH SCHOOL               ,215
2007-2008,059,TRI-COUNTY REGIONAL           ,0498,PORT MAITLAND CONSOLIDATED SCHOOL  ,157
2007-2008,059,TRI-COUNTY REGIONAL           ,0716,SHELBURNE REGIONAL HIGH SCHOOL,388
2007-2008,059,TRI-COUNTY REGIONAL           ,0703,SOUTH CENTENNIAL SCHOOL       ,166
2007-2008,059,TRI-COUNTY REGIONAL           ,0977,ST. MARY'S BAY ACADEMY        ,309
2007-2008,059,TRI-COUNTY REGIONAL           ,8059,TRI-COUNTY DSEPS              ,1
2007-2008,059,TRI-COUNTY REGIONAL           ,0258,WESTPORT VILLAGE SCHOOL,15
2007-2008,059,TRI-COUNTY REGIONAL           ,0256,WEYMOUTH CONSOLIDATED SCHOOL  ,250
2007-2008,059,TRI-COUNTY REGIONAL           ,0385,YARMOUTH ADULT HIGH SCHOOL    ,29
2007-2008,059,TRI-COUNTY REGIONAL           ,0704,YARMOUTH CENTRAL SCHOOL       ,252
2007-2008,059,TRI-COUNTY REGIONAL           ,0700,YARMOUTH CONSOLIDATED MEMORIAL HIGH SCHOOL   ,698
2007-2008,059,TRI-COUNTY REGIONAL           ,0701,YARMOUTH JUNIOR HIGH SCHOOL         ,270
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0096,BADDECK ACADEMY               ,326
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0093,BOULARDERIE ELEMENTARY SCHOOL ,112
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0101,BRAS D'OR ELEMENTARY SCHOOL   ,306
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0640,BRETON EDUCATION CENTRE       ,759
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0551,BRIDGEPORT SCHOOL             ,120
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0995,BROOKLAND ELEMENTARY SCHOOL   ,467
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0107,CABOT EDUCATION CENTRE        ,235
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0962,CAPE SMOKEY ELEMENTARY SCHOOL ,115
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0186,COXHEATH ELEMENTARY SCHOOL    ,266
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,1101,CUSACK SCHOOL                 ,409
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0996,DONKIN SCHOOL                 ,168
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0098,DR. T. L. SULLIVAN MIDDLE SCHOOL     ,282
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0099,FLORENCE ELEMENTARY SCHOOL    ,137
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0626,GEORGE D. LEWIS SCHOOL        ,117
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0442,GLACE BAY ADULT EDUCATION CENTRE   ,59
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0416,GLACE BAY ELEMENTARY SCHOOL   ,483
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0008,GLACE BAY HIGH SCHOOL         ,838
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0964,HARBOURSIDE ELEMENTARY SCHOOL ,393
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0668,HOLY ANGELS HIGH SCHOOL             ,293
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0549,JOHN BERNARD CROAK V. C. MEMORIAL SCHOOL  ,181
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0960,JUBILEE ELEMENTARY SCHOOL     ,281
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0545,MACDONALD ELEMENTARY SCHOOL         ,146
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0206,MACLENNAN MIDDLE SCHOOL       ,186
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0202,MALCOLM MUNROE MEMORIAL MIDDLE SCHOOL     ,637
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0183,MARION BRIDGE SCHOOL          ,87
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0082,MEMORIAL COMPOSITE HIGH SCHOOL,967
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0083,MIDDLE RIVER CONSOLIDATED SCHOOL     ,24
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0180,MIRA ROAD SCHOOL              ,169
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0552,MORRISON JUNIOR HIGH SCHOOL          ,244
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0643,MOUNT CARMEL ELEMENTARY SCHOOL,162
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0997,MOUNTAINVIEW ELEMENTARY SCHOOL,283
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0444,NEW WATERFORD ADULT EDUCATION CENTRE ,20
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0963,NEW WATERFORD ELEMENTARY SCHOOL ,378
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0961,NORTH HIGHLANDS ELEMENTARY SCHOOL    ,104
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0929,NORTHSIDE ADULT EDUCATION CENTRE   ,19
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,1142,RANKIN SCHOOL OF THE NARROWS  ,128
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0973,RIVERSIDE ELEMENTARY SCHOOL   ,191
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0203,RIVERVIEW HIGH SCHOOL         ,936
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0182,ROBIN FOOTE ELEMENTARY SCHOOL ,158
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0113,SETON ELEMENTARY SCHOOL       ,261
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0646,SHERWOOD PARK EDUCATION CENTRE,534
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0972,SHIPYARD ELEMENTARY SCHOOL    ,251
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0644,ST. AGNES ELEMENTARY SCHOOL   ,171
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0561,ST. ANNE'S ELEMENTARY SCHOOL  ,338
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0119,ST. JOSEPH ELEMENTARY SCHOOL  ,257
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0984,ST. MARY'S-ST. JOSEPH'S COMPLEX,219
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0553,ST. MICHAEL JUNIOR HIGH SCHOOL      ,447
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0688,SYDNEY ACADEMY                ,747
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0443,SYDNEY ADULT EDUCATION CENTRE ,63
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0117,SYDNEY MINES MIDDLE SCHOOL    ,294
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0185,SYDNEY RIVER ELEMENTARY SCHOOL,316
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0110,THOMPSON MIDDLE SCHOOL        ,222
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0175,TOMPKINS MEMORIAL ELEMENTARY SCHOOL  ,186
2008-2009,051,CAPE BRETON-VICTORIA REGIONAL ,0667,WHITNEY PIER MEMORIAL MIDDLE SCHOOL  ,514
2008-2009,052,STRAIT REGIONAL               ,0934,ANTIGONISH EDUCATION CENTRE     ,551
2008-2009,052,STRAIT REGIONAL               ,0932,BAYVIEW EDUCATION CENTRE      ,379
2008-2009,052,STRAIT REGIONAL               ,0510,CANSO ACADEMY                 ,72
2008-2009,052,STRAIT REGIONAL               ,0974,CAPE BRETON HIGHLANDS EDUCATION CENTRE/ACADEMY ,425
2008-2009,052,STRAIT REGIONAL               ,0986,CHEDABUCTO EDUCATION CENTRE/GUYSBOROUGH ACADEMY,359
2008-2009,052,STRAIT REGIONAL               ,0930,DALBRAE ACADEMY               ,286
2008-2009,052,STRAIT REGIONAL               ,0707,DR. JOHN HUGH GILLIS REGIONAL HIGH SCHOOL ,885
2008-2009,052,STRAIT REGIONAL               ,0975,EAST ANTIGONISH EDUCATION CENTRE/ACADEMY ,521
2008-2009,052,STRAIT REGIONAL               ,0484,EAST RICHMOND EDUCATION CENTRE     ,330
2008-2009,052,STRAIT REGIONAL               ,0266,FANNING EDUCATION CENTRE/CANSO ACADEMY,145
2008-2009,052,STRAIT REGIONAL               ,0471,FELIX MARCHAND EDUCATION CENTRE ,188
2008-2009,052,STRAIT REGIONAL               ,0143,H. M. MACDONALD ELEMENTARY SCHOOL  ,95
2008-2009,052,STRAIT REGIONAL               ,1106,INVERNESS EDUCATION CENTRE/ACADEMY ,304
2008-2009,052,STRAIT REGIONAL               ,0631,MULGRAVE MEMORIAL EDUCATION CENTRE ,121
2008-2009,052,STRAIT REGIONAL               ,0390,PLEASANT BAY SCHOOL           ,9
2008-2009,052,STRAIT REGIONAL               ,0146,REV. H. J. MACDONALD SCHOOL         ,76
2008-2009,052,STRAIT REGIONAL               ,0931,RICHMOND EDUCATION CENTRE/ACADEMY  ,424
2008-2009,052,STRAIT REGIONAL               ,0152,ST. ANDREW JUNIOR HIGH SCHOOL ,630
2008-2009,052,STRAIT REGIONAL               ,0149,ST. ANDREWS CONSOLIDATED SCHOOL    ,207
2008-2009,052,STRAIT REGIONAL               ,0491,ST. MARY'S ACADEMY            ,150
2008-2009,052,STRAIT REGIONAL               ,0025,ST. MARY'S EDUCATION CENTRE   ,197
2008-2009,052,STRAIT REGIONAL               ,0655,STRAIT AREA EDUCATION/RECREATION CENTRE   ,356
2008-2009,052,STRAIT REGIONAL               ,0936,TAMARAC EDUCATION CENTRE      ,630
2008-2009,052,STRAIT REGIONAL               ,0976,WEST RICHMOND EDUCATION CENTRE,143
2008-2009,052,STRAIT REGIONAL               ,0388,WHYCOCOMAGH EDUCATION CENTRE  ,148
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0639,A.G. BAILLIE MEMORIAL SCHOOL,380
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0634,ACADIA ST ELEMENTARY SCHOOL,155
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0248,ADVOCATE DISTRICT SCHOOL      ,61
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0705,AMHERST REGIONAL HIGH SCHOOL  ,713
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0006,BIBLE HILL CENTRAL ELEMENTARY SCHOOL ,185
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0002,BIBLE HILL EAST COURT ROAD ELEMENTARY SCHOOL,135
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0007,BIBLE HILL JUNIOR HIGH SCHOOL ,409
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0016,BROOKFIELD ELEMENTARY SCHOOL  ,176
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0020,CENTRAL COLCHESTER JUNIOR HIGH SCHOOL,476
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0027,CHIGANOIS ELEMENTARY SCHOOL   ,198
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0269,CHIGNECTO CENTRAL ADULT HIGH SCHOOL-AMHERST,34
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0978,CHIGNECTO CENTRAL ADULT HIGH SCHOOL-ELMSDALE,25
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0919,CHIGNECTO CENTRAL ADULT HIGH SCHOOL-NEW GLASGOW,63
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0920,CHIGNECTO CENTRAL ADULT HIGH SCHOOL-TRURO,28
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,8053,CHIGNECTO-CENTRAL DSEPS       ,5
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0014,COBEQUID CONSOLIDATED ELEMENTARY SCHOOL     ,185
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0036,COBEQUID DISTRICT ELEMENTARY SCHOOL,85
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0044,COBEQUID EDUCATIONAL CENTRE   ,1568
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,1104,CUMBERLAND NORTH ACADEMY      ,348
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0230,CYRUS EATON ELEMENTARY SCHOOL ,126
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0028,DEBERT ELEMENTARY SCHOOL      ,151
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0047,DOUGLAS STREET SCHOOL                ,245
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0408,DR. W. A. MACLEOD CONSOLIDATED SCHOOL,211
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0750,E. B. CHANDLER JUNIOR HIGH SCHOOL ,329
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0432,EAST PICTOU MIDDLE SCHOOL     ,245
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0017,EAST STEWIACKE ELEMENTARY SCHOOL     ,181
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0031,ELMSDALE DISTRICT ELEMENTARY SCHOOL ,376
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0030,ENFIELD DISTRICT SCHOOL       ,309
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0414,F. H. MACDONALD ELEMENTARY SCHOOL ,376
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0665,G.R. SAUNDERS ELEMENTARY SCHOOL     ,344
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0026,GREAT VILLAGE ELEMENTARY SCHOOL      ,76
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0042,HANTS EAST RURAL HIGH SCHOOL  ,887
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0041,HANTS NORTH RURAL HIGH SCHOOL ,323
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,1145,HARMONY HEIGHTS ELEMENTARY SCHOOL   ,325
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,1100,HIGHLAND CONSOLIDATED MIDDLE SCHOOL ,275
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0015,HILDEN ELEMENTARY SCHOOL      ,112
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0661,JUNCTION ROAD ELEMENTARY SCHOOL     ,171
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0038,KENNETCOOK DISTRICT ELEMENTARY SCHOOL,70
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0035,MAITLAND DISTRICT SCHOOL             ,33
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0949,MAPLE RIDGE ELEMENTARY SCHOOL ,291
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0633,NEW GLASGOW JUNIOR HIGH SCHOOL       ,334
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0005,NORTH COLCHESTER HIGH SCHOOL  ,211
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0988,NORTH NOVA EDUCATION CENTRE   ,909
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0009,NORTH RIVER ELEMENTARY SCHOOL ,249
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0231,NORTHPORT CONSOLIDATED ELEMENTARY SCHOOL  ,64
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0989,NORTHUMBERLAND REGIONAL HIGH SCHOOL,1021
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0648,OXFORD REGIONAL ELEMENTARY SCHOOL   ,177
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0714,OXFORD REGIONAL HIGH SCHOOL         ,274
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0649,PARRSBORO REGIONAL ELEMENTARY SCHOOL ,182
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0715,PARRSBORO REGIONAL HIGH SCHOOL,246
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0650,PICTOU ACADEMY/DR.THOMAS MCCULLOCH SCHOOL,289
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0971,PICTOU ELEMENTARY SCHOOL      ,261
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0050,PRINCESS MARGARET ROSE SCHOOL       ,88
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0252,PUGWASH DISTRICT HIGH SCHOOL  ,282
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0039,RAWDON DISTRICT ELEMENTARY SCHOOL    ,115
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0916,REDCLIFF MIDDLE SCHOOL        ,482
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0240,RIVER HEBERT DISTRICT ELEMENTARY SCHOOL   ,106
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0251,RIVER HEBERT DISTRICT SCHOOL  ,107
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0435,RIVER JOHN CONSOLIDATED SCHOOL       ,64
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0923,RIVERSIDE EDUCATION CENTRE    ,626
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0441,SALT SPRINGS ELEMENTARY SCHOOL       ,78
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0004,SCOTSBURN ELEMENTARY SCHOOL   ,119
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0034,SHUBENACADIE DISTRICT ELEMENTARY SCHOOL    ,133
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0992,SOUTH COLCHESTER ACADEMY      ,763
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,1105,SPRING STREET ACADEMY         ,495
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0658,SPRINGHILL JUNIOR-SENIOR HIGH SCHOOL ,354
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0051,ST. MARY'S ELEMENTARY SCHOOL ,124
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0043,STEWIACKE ELEMENTARY SCHOOL          ,85
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0001,TATAMAGOUCHE ELEMENTARY SCHOOL,196
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0636,TEMPERANCE STREET SCHOOL             ,122
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0428,THORBURN CONSOLIDATED SCHOOL  ,283
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0692,TRENTON ELEMENTARY SCHOOL     ,191
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0690,TRENTON MIDDLE SCHOOL         ,232
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0045,TRURO JUNIOR HIGH SCHOOL      ,534
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0040,UNIACKE DISTRICT SCHOOL       ,417
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0018,UPPER STEWIACKE ELEMENTARY SCHOOL   ,64
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0012,VALLEY ELEMENTARY SCHOOL      ,219
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0227,WALLACE CONSOLIDATED ELEMENTARY SCHOOL     ,98
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0003,WALTER DUGGAN CONSOLIDATED SCHOOL    ,442
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0229,WENTWORTH CONSOLIDATED ELEMENTARY SCHOOL ,30
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0029,WEST COLCHESTER CONSOLIDATED SCHOOL ,157
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0662,WEST END MEMORIAL SCHOOL      ,164
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0503,WEST HIGHLANDS ELEMENTARY SCHOOL     ,206
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0407,WEST PICTOU CONSOLIDATED SCHOOL      ,435
2008-2009,053,CHIGNECTO-CENTRAL REGIONAL    ,0048,WILLOW STREET SCHOOL,110
2008-2009,054,HALIFAX REGIONAL              ,0228,A. J. SMELTZER JUNIOR HIGH SCHOOL  ,343
2008-2009,054,HALIFAX REGIONAL              ,0512,ADMIRAL WESTPHAL ELEMENTARY SCHOOL  ,140
2008-2009,054,HALIFAX REGIONAL              ,0513,ALDERNEY ELEMENTARY SCHOOL    ,100
2008-2009,054,HALIFAX REGIONAL              ,0317,ASH LEE JEFFERSON ELEMENTARY SCHOOL,631
2008-2009,054,HALIFAX REGIONAL              ,0739,ASTRAL DRIVE ELEMENTARY SCHOOL,474
2008-2009,054,HALIFAX REGIONAL              ,0749,ASTRAL DRIVE JUNIOR HIGH SCHOOL,564
2008-2009,054,HALIFAX REGIONAL              ,0425,ATLANTIC MEMORIAL-TERENCE BAY SCHOOL      ,248
2008-2009,054,HALIFAX REGIONAL              ,0326,ATLANTIC VIEW ELEMENTARY SCHOOL    ,164
2008-2009,054,HALIFAX REGIONAL              ,0097,AUBURN DRIVE HIGH SCHOOL      ,1128
2008-2009,054,HALIFAX REGIONAL              ,0104,BASINVIEW DRIVE COMMUNITY SCHOOL    ,350
2008-2009,054,HALIFAX REGIONAL              ,0752,BEAVER BANK MONARCH DRIVE ELEMENTARY SCHOOL,390
2008-2009,054,HALIFAX REGIONAL              ,0304,BEAVER BANK-KINSAC ELEMENTARY SCHOOL,250
2008-2009,054,HALIFAX REGIONAL              ,0268,BEDFORD AND FORSYTH EDUCATION CENTRES  ,207
2008-2009,054,HALIFAX REGIONAL              ,0298,BEDFORD JUNIOR HIGH SCHOOL         ,374
2008-2009,054,HALIFAX REGIONAL              ,0937,BEDFORD SOUTH SCHOOL          ,610
2008-2009,054,HALIFAX REGIONAL              ,0291,BEECHVILLE LAKESIDE TIMBERLEA JUNIOR ELEMENTARY SCHOOL  ,746
2008-2009,054,HALIFAX REGIONAL              ,0514,BEL AYR ELEMENTARY SCHOOL     ,225
2008-2009,054,HALIFAX REGIONAL              ,0322,BELL PARK ACADEMIC CENTRE     ,301
2008-2009,054,HALIFAX REGIONAL              ,0515,BICENTENNIAL SCHOOL           ,302
2008-2009,054,HALIFAX REGIONAL              ,0519,BROOKHOUSE ELEMENTARY SCHOOL  ,329
2008-2009,054,HALIFAX REGIONAL              ,0286,BROOKSIDE JUNIOR HIGH SCHOOL  ,391
2008-2009,054,HALIFAX REGIONAL              ,0595,BURTON ETTINGER ELEMENTARY SCHOOL    ,323
2008-2009,054,HALIFAX REGIONAL              ,0319,CALDWELL ROAD ELEMENTARY SCHOOL,320
2008-2009,054,HALIFAX REGIONAL              ,0516,CALEDONIA JUNIOR HIGH SCHOOL  ,374
2008-2009,054,HALIFAX REGIONAL              ,0312,CAUDLE PARK ELEMENTARY SCHOOL ,214
2008-2009,054,HALIFAX REGIONAL              ,0743,CAVALIER DRIVE SCHOOL         ,398
2008-2009,054,HALIFAX REGIONAL              ,0611,CENTRAL SPRYFIELD SCHOOL      ,157
2008-2009,054,HALIFAX REGIONAL              ,0358,CHARLES P. ALLEN HIGH SCHOOL  ,1170
2008-2009,054,HALIFAX REGIONAL              ,0596,CHEBUCTO HEIGHTS ELEMENTARY SCHOOL   ,263
2008-2009,054,HALIFAX REGIONAL              ,1109,CITADEL HIGH SCHOOL           ,1323
2008-2009,054,HALIFAX REGIONAL              ,0600,CLAYTON PARK JUNIOR HIGH SCHOOL     ,332
2008-2009,054,HALIFAX REGIONAL              ,0352,COLBY VILLAGE ELEMENTARY SCHOOL      ,234
2008-2009,054,HALIFAX REGIONAL              ,0357,COLE HARBOUR DISTRICT HIGH SCHOOL   ,1071
2008-2009,054,HALIFAX REGIONAL              ,0339,COLONEL JOHN STUART ELEMENTARY SCHOOL,184
2008-2009,054,HALIFAX REGIONAL              ,0517,CRICHTON PARK ELEMENTARY SCHOOL      ,230
2008-2009,054,HALIFAX REGIONAL              ,0605,CUNARD JUNIOR HIGH SCHOOL     ,212
2008-2009,054,HALIFAX REGIONAL              ,0518,DARTMOUTH HIGH SCHOOL         ,1068
2008-2009,054,HALIFAX REGIONAL              ,0601,DUC D'ANVILLE ELEMENTARY SCHOOL      ,336
2008-2009,054,HALIFAX REGIONAL              ,0328,DUNCAN MACMILLAN HIGH SCHOOL  ,229
2008-2009,054,HALIFAX REGIONAL              ,0343,DUTCH SETTLEMENT ELEMENTARY SCHOOL  ,122
2008-2009,054,HALIFAX REGIONAL              ,0283,EAST ST. MARGARET'S ELEMENTARY SCHOOL      ,60
2008-2009,054,HALIFAX REGIONAL              ,0329,EASTERN CONSOLIDATED ELEMENTARY SCHOOL     ,17
2008-2009,054,HALIFAX REGIONAL              ,0351,EASTERN PASSAGE EDUCATION CENTRE   ,508
2008-2009,054,HALIFAX REGIONAL              ,0334,EASTERN SHORE DISTRICT HIGH SCHOOL ,554
2008-2009,054,HALIFAX REGIONAL              ,0614,ELIZABETH SUTHERLAND SCHOOL   ,314
2008-2009,054,HALIFAX REGIONAL              ,0538,ELLENVALE JUNIOR HIGH SCHOOL  ,418
2008-2009,054,HALIFAX REGIONAL              ,0564,ERIC GRAVES MEMORIAL JUNIOR HIGH SCHOOL  ,232
2008-2009,054,HALIFAX REGIONAL              ,0599,FAIRVIEW HEIGHTS ELEMENTARY SCHOOL  ,255
2008-2009,054,HALIFAX REGIONAL              ,0578,FAIRVIEW JUNIOR HIGH SCHOOL   ,408
2008-2009,054,HALIFAX REGIONAL              ,0288,FIVE BRIDGES JUNIOR HIGH SCHOOL     ,548
2008-2009,054,HALIFAX REGIONAL              ,0356,GAETZ BROOK JUNIOR HIGH SCHOOL,390
2008-2009,054,HALIFAX REGIONAL              ,0731,GEORGE BISSETT ELEMENTARY SCHOOL   ,166
2008-2009,054,HALIFAX REGIONAL              ,0314,GEORGES P. VANIER JUNIOR HIGH SCHOOL,415
2008-2009,054,HALIFAX REGIONAL              ,0350,GERTRUDE M. PARKER ELEMENTARY SCHOOL ,287
2008-2009,054,HALIFAX REGIONAL              ,0568,GORSEBROOK JUNIOR HIGH SCHOOL ,202
2008-2009,054,HALIFAX REGIONAL              ,0318,GRAHAM CREIGHTON JUNIOR HIGH SCHOOL  ,411
2008-2009,054,HALIFAX REGIONAL              ,0602,GROSVENOR-WENTWORTH PARK ELEMENTARY SCHOOL ,406
2008-2009,054,HALIFAX REGIONAL              ,0567,HALIFAX CENTRAL JUNIOR HIGH SCHOOL,218
2008-2009,054,HALIFAX REGIONAL              ,8054,HALIFAX DSEPS                 ,88
